storenum	studentid	year	month	day	hour	minute	money
2		2013010979	2015	5	11	7	51	-8.54
11		2013013486	2015	7	7	4	22	-12.88
5		2012012878	2016	10	18	20	25	-16.74
3		2013012758	2015	1	11	5	28	-20.13
6		2015011474	2015	2	6	7	54	-6.00
10		2013010405	2015	12	12	12	46	-5.69
3		2012012206	2015	2	21	15	2	-18.15
6		2012012557	2015	5	17	1	12	-11.48
10		2015010426	2016	5	7	19	39	-22.72
13		2012013059	2015	2	6	4	23	402.36
4		2013012612	2015	10	10	17	40	-22.59
14		2012011182	2016	5	28	5	39	81.17
8		2012013673	2016	2	22	6	23	-16.05
2		2014010954	2015	6	29	5	24	-20.12
5		2012010161	2016	7	5	1	13	-8.16
5		2013012180	2015	4	8	22	17	-11.56
2		2012011736	2015	6	23	18	50	359.75
6		2012010234	2016	3	27	17	47	-14.27
3		2014013561	2016	12	4	18	2	-14.64
9		2014013716	2016	3	12	10	2	-16.16
3		2015010281	2015	7	27	11	15	-9.89
8		2013013556	2015	8	5	3	33	-3.39
9		2015010171	2016	3	29	0	14	-14.07
7		2014010506	2016	2	2	14	52	-15.57
1		2015013552	2016	12	27	3	40	-12.31
4		2012010627	2016	5	25	14	59	-7.53
13		2015012128	2015	8	22	19	13	-11.09
5		2015011951	2016	1	2	23	14	-16.92
2		2013011006	2015	10	15	7	52	-21.50
2		2013011898	2016	2	21	9	27	-16.89
14		2015010426	2016	6	28	11	34	293.03
5		2015011797	2016	4	2	7	57	-14.94
7		2014013891	2016	3	24	8	33	-8.50
2		2013011659	2016	8	22	2	36	-4.51
3		2015010223	2015	12	30	20	24	-18.91
13		2013012923	2015	9	11	11	40	-21.25
2		2014011134	2016	5	6	6	6	-14.43
5		2014010561	2015	2	28	9	59	-16.53
5		2013010215	2016	6	3	19	26	-12.21
11		2013010531	2016	2	5	2	14	-13.39
3		2015011255	2015	3	6	1	0	-6.07
4		2014011933	2015	12	8	6	39	-6.72
13		2013013675	2015	4	30	17	12	-9.28
12		2014010110	2015	8	3	9	51	-19.53
4		2014011017	2016	2	9	1	8	-18.91
11		2015012642	2016	5	7	14	43	-18.55
13		2015011126	2016	10	31	6	36	-8.01
11		2013011566	2016	2	6	13	57	418.39
13		2013012893	2015	4	10	0	17	-13.77
10		2012012954	2016	10	7	10	33	-7.90
11		2012013674	2016	2	14	1	38	-19.50
12		2015011529	2015	4	14	1	44	-8.81
6		2013010862	2016	8	6	13	50	-16.85
7		2014013005	2016	1	2	17	53	-19.60
8		2013011491	2016	10	24	6	52	226.69
1		2012010045	2016	2	11	9	8	-22.50
6		2015013709	2015	9	24	20	18	-13.11
3		2014011770	2015	12	25	7	38	78.92
3		2012012874	2016	5	13	0	9	-5.18
14		2013010358	2016	8	10	14	46	-12.99
13		2012010342	2015	8	12	11	49	-14.60
5		2013010501	2016	7	12	6	0	-5.40
10		2013013449	2015	12	14	17	6	141.99
7		2014011236	2016	12	31	3	25	167.11
13		2014010388	2016	11	7	16	47	-15.32
13		2012010842	2015	11	17	4	36	-6.03
4		2013011890	2016	4	25	15	18	-13.24
9		2013011094	2016	11	17	8	46	-5.16
4		2012010742	2015	8	27	1	52	-22.91
1		2013010944	2016	8	5	13	36	-11.80
14		2013013845	2015	10	7	9	55	-15.86
8		2013010742	2015	11	1	21	50	-8.69
8		2013011091	2016	5	6	19	27	-15.03
4		2013010275	2016	1	3	11	51	-22.47
14		2013010862	2016	2	28	18	41	-11.19
1		2015013030	2016	9	20	10	2	-10.10
4		2012011899	2015	1	20	22	8	-20.49
2		2013012377	2015	10	13	4	15	-5.60
14		2014012526	2016	1	4	4	32	-7.66
8		2013011639	2016	2	13	20	7	-20.16
5		2015010971	2015	11	2	15	59	-21.41
2		2015011924	2016	3	26	3	20	-10.25
12		2013011909	2015	6	6	15	16	-10.15
11		2013011840	2016	3	25	19	48	-22.10
8		2013012370	2015	10	18	23	50	-8.96
10		2013013227	2016	6	3	1	32	-15.24
3		2013011393	2015	6	28	10	3	142.91
12		2013011349	2015	2	5	10	29	-11.31
13		2013012392	2015	5	5	4	8	276.24
12		2012012705	2015	1	10	6	24	-9.29
11		2015011757	2016	11	6	3	17	-13.42
14		2015011549	2015	9	3	14	10	-21.73
7		2012011428	2015	4	12	7	27	-10.03
5		2013010343	2016	2	19	3	38	118.93
1		2012011348	2015	1	2	4	23	-7.04
13		2014011333	2015	2	17	12	24	-5.77
1		2014013345	2015	7	6	13	19	-11.85
10		2013011469	2016	8	11	10	28	-20.20
6		2015013143	2015	10	29	6	26	-17.24
14		2014011675	2016	8	18	20	22	-11.69
7		2013012797	2015	6	22	0	41	-3.29
3		2014010684	2015	7	30	0	32	-14.83
3		2015012584	2016	9	2	9	18	-14.02
11		2013010586	2016	12	15	3	50	-13.38
5		2013010885	2016	5	9	0	3	-20.75
7		2014011297	2015	5	7	18	8	-5.01
4		2012011569	2016	9	12	19	19	-16.45
13		2015010987	2016	5	7	0	21	-14.02
7		2015013695	2016	1	18	21	9	-8.02
4		2014011093	2015	10	26	14	9	288.79
3		2013012689	2016	12	29	1	19	-4.01
14		2012011859	2015	11	16	20	57	-21.42
8		2012012537	2016	7	5	8	20	-15.96
8		2013013468	2015	1	5	12	7	-18.09
6		2013011842	2016	1	22	4	21	-6.77
4		2015010678	2015	10	14	16	22	28.91
6		2013012134	2015	4	12	18	1	-4.87
6		2014010251	2015	12	22	5	55	-14.80
9		2015011183	2015	9	1	5	16	-10.32
13		2013010847	2015	9	8	10	11	-5.19
10		2013011263	2016	12	20	12	16	-20.14
13		2012010818	2016	6	15	10	16	-21.25
4		2015012803	2015	9	29	18	43	-5.35
5		2015012245	2016	6	22	8	18	-18.57
14		2013011192	2016	7	28	8	57	-4.61
7		2014013134	2016	12	12	9	46	-18.32
5		2014010390	2016	3	12	18	3	-4.59
2		2013012130	2015	5	29	17	14	-8.49
14		2014012890	2015	9	3	15	39	-9.08
11		2014010154	2016	9	26	20	40	-3.85
7		2015010270	2016	8	2	15	54	-19.37
12		2015013255	2016	3	24	8	16	-20.49
13		2012010259	2015	9	21	20	56	-13.05
1		2013013683	2015	2	9	10	48	-20.26
6		2012010996	2015	1	13	11	35	-10.98
1		2012012560	2015	12	4	11	16	-7.15
8		2015010673	2016	9	3	16	53	-20.60
9		2015013553	2016	5	21	10	29	-16.49
2		2015012556	2016	5	17	22	2	-5.08
4		2013011080	2015	7	15	3	0	336.65
10		2015012080	2015	4	15	7	31	-15.35
5		2015010508	2016	11	7	5	13	-6.95
13		2013010184	2015	10	17	22	30	-19.33
12		2012011318	2016	6	28	21	42	108.41
8		2012013876	2016	12	31	10	44	-19.50
7		2015013824	2016	4	26	20	23	-7.70
2		2013012605	2016	2	19	23	37	-11.39
14		2013010757	2015	10	19	0	46	-10.05
12		2015012817	2016	6	8	6	50	362.57
14		2014010341	2016	10	1	3	14	-22.71
7		2012011647	2015	12	16	5	47	-18.23
12		2013013202	2015	1	30	0	15	-9.02
12		2014011827	2015	7	7	20	9	-13.36
8		2013012099	2016	11	7	13	42	-20.88
13		2012013265	2016	4	28	7	13	-5.83
10		2013011953	2015	1	21	19	42	364.76
4		2014011857	2016	4	24	9	16	-6.54
2		2014010512	2016	4	29	7	4	-6.68
5		2013012378	2015	7	1	5	59	253.10
10		2012011007	2016	6	19	10	15	-22.22
7		2014013797	2016	12	3	7	22	-17.86
11		2014011358	2015	4	7	1	41	-20.63
9		2012010715	2015	3	29	3	44	-18.62
7		2013011741	2016	7	20	11	20	-16.42
14		2015010794	2016	4	22	21	29	-20.66
13		2014011359	2015	5	15	11	32	-3.32
1		2015010750	2015	10	27	8	10	-18.12
2		2015013362	2016	1	10	13	23	-15.75
2		2014011104	2016	12	12	13	24	-20.37
13		2013010210	2016	4	3	4	0	-13.21
2		2012013136	2016	5	4	2	6	-13.38
5		2014013025	2015	9	28	4	24	-20.17
7		2012011927	2016	9	12	12	28	405.99
8		2013010880	2016	4	14	9	30	305.54
3		2013010853	2015	11	1	12	53	-13.65
11		2013011113	2016	3	15	5	53	61.42
5		2013010355	2016	11	9	22	0	-9.58
12		2015010074	2016	5	27	13	47	-9.08
12		2015013590	2015	6	24	10	11	-6.65
12		2013010547	2015	3	3	20	8	-16.11
8		2015010680	2016	3	19	2	42	-20.04
8		2015010417	2015	9	20	20	49	-6.71
12		2015013808	2015	2	11	3	31	-7.10
3		2013011051	2016	12	11	13	31	-15.05
11		2013012347	2016	8	14	19	15	-14.66
12		2015011689	2016	2	10	13	56	-14.02
9		2014011419	2016	7	19	8	20	208.88
7		2014012969	2016	7	23	16	23	395.45
13		2013010811	2016	2	19	16	23	-18.35
8		2014013642	2015	6	8	7	23	-20.47
14		2013012362	2015	12	1	11	35	-22.14
11		2014012010	2015	1	21	0	47	-4.56
5		2013010591	2015	4	6	13	29	-19.82
5		2013010217	2016	12	16	2	3	-13.63
11		2015010482	2015	10	19	11	37	-22.58
12		2015011297	2016	3	17	14	6	-22.87
2		2012012523	2016	11	29	18	41	-4.61
9		2014013169	2015	1	13	2	47	-18.23
4		2012012988	2016	1	6	22	38	-6.89
12		2014010131	2015	9	14	2	11	-20.59
1		2015011910	2015	10	19	20	12	-8.07
9		2013010843	2016	6	28	16	41	-10.91
13		2014012879	2015	2	8	15	26	-12.17
7		2013010762	2016	1	28	18	43	-9.32
14		2014011744	2016	11	26	19	46	-17.15
4		2014011683	2015	2	22	18	45	-16.58
8		2014013745	2016	8	31	9	36	254.07
12		2012012012	2015	6	7	14	56	-20.76
11		2014011987	2015	6	27	20	11	-21.61
7		2014010244	2016	7	10	21	8	-8.70
14		2014012077	2015	9	10	4	41	-9.74
6		2012012872	2015	9	11	3	4	-8.25
2		2015013551	2016	1	10	14	27	-11.56
14		2014012127	2016	8	10	8	2	-18.78
5		2012013461	2015	4	24	15	22	-12.40
11		2012011497	2016	3	2	15	32	27.55
9		2015010125	2016	8	13	17	35	-19.93
1		2014011003	2015	9	10	19	27	-3.30
11		2014011229	2015	3	11	7	28	-17.16
9		2014011774	2015	3	8	21	7	-16.96
5		2012010779	2015	11	10	13	54	-13.20
8		2015010352	2015	3	11	15	27	-16.67
9		2012010293	2015	12	3	6	3	-6.35
8		2013013393	2016	10	20	18	27	-5.88
4		2013013211	2015	9	9	0	15	-14.45
14		2015012846	2015	6	30	15	1	204.03
5		2014011263	2015	10	15	22	13	-19.39
13		2014010271	2016	4	25	8	42	-6.45
9		2012010345	2016	6	14	12	47	-12.69
4		2015012188	2015	5	27	0	54	-5.09
14		2015010531	2015	10	27	14	9	-6.49
14		2012013704	2016	1	19	16	55	-19.81
11		2014010338	2015	7	14	0	41	-7.81
11		2013010277	2015	12	26	22	1	-21.76
2		2013011578	2015	3	5	21	4	-11.55
14		2015011916	2016	12	2	13	22	-7.06
2		2013013766	2016	8	11	13	36	-8.30
13		2012013262	2015	3	7	0	29	-14.76
14		2015011152	2016	5	11	7	2	-19.74
1		2013012081	2016	7	20	23	6	-16.43
1		2014010740	2015	11	25	19	38	-6.46
7		2013011504	2015	2	21	21	33	-4.50
12		2015010270	2015	2	26	13	41	-7.44
10		2013013170	2015	4	23	22	50	-3.84
8		2014013485	2015	3	22	3	11	-11.78
12		2015013283	2016	3	3	15	36	392.54
3		2012013680	2016	5	20	2	58	-14.69
12		2015011948	2016	6	20	8	19	-7.16
12		2014012485	2016	4	1	7	24	-16.21
5		2014013071	2016	12	20	14	50	-11.78
7		2015012256	2015	8	6	2	45	-3.54
6		2012013867	2016	3	1	20	56	-4.49
8		2012010413	2015	2	28	17	21	-19.60
11		2015012698	2015	1	14	8	5	-14.28
11		2012013399	2015	3	23	20	38	-4.46
13		2013010707	2015	4	8	1	33	-22.49
11		2012011979	2015	7	28	17	12	-11.03
9		2012012139	2015	5	9	16	36	-19.79
8		2012013442	2015	2	8	11	56	-22.12
3		2014013700	2015	10	10	9	4	-6.26
3		2015013014	2016	5	4	19	47	-5.35
6		2014011730	2016	9	30	22	44	-5.35
4		2013012803	2016	8	5	1	53	292.53
1		2013010391	2015	9	6	18	1	-8.55
14		2015010521	2015	11	20	23	8	-15.24
10		2015013512	2016	9	17	6	56	393.39
14		2014010090	2016	5	21	4	6	-9.51
4		2012012062	2015	10	4	14	6	-22.81
2		2012013865	2015	7	13	9	23	-19.29
10		2013012084	2015	10	7	3	31	-22.68
8		2012013539	2016	9	7	13	5	-4.26
4		2015011394	2015	5	20	1	11	-16.16
11		2014010089	2015	8	12	19	20	-17.86
1		2014011070	2016	6	7	13	23	-21.18
10		2012012201	2015	2	11	14	8	-17.42
11		2013011239	2016	3	18	11	55	-17.11
11		2015013342	2016	9	4	17	18	-11.30
10		2015012524	2016	10	24	16	41	-7.21
8		2014011544	2016	7	15	10	48	-8.61
4		2013010248	2016	1	31	8	14	-17.57
12		2014011764	2016	6	23	5	15	-8.37
6		2015010831	2015	9	16	0	39	-10.00
6		2013011142	2015	1	11	19	10	-3.77
6		2013013504	2016	5	17	5	36	-20.45
12		2012011368	2015	3	12	20	45	-15.68
13		2012012496	2016	3	30	2	29	-9.88
11		2012013547	2015	2	24	7	10	-13.53
4		2015012445	2016	1	26	3	51	-22.15
3		2015011099	2015	10	17	15	8	-14.03
4		2012013534	2015	1	2	13	23	-4.05
7		2013010627	2015	4	11	20	45	-18.73
2		2014011435	2015	1	21	1	12	-12.64
13		2013013554	2015	12	8	14	46	-7.02
11		2012013561	2016	1	16	9	14	-8.37
9		2013011537	2015	4	3	5	35	-20.99
10		2015011139	2015	8	11	21	36	-14.37
6		2014011734	2016	6	30	1	12	-10.80
3		2013013891	2016	5	14	7	57	-9.58
2		2012010253	2015	3	5	13	25	311.60
6		2015013465	2016	7	17	4	9	-21.27
6		2012010878	2015	4	29	0	34	-4.24
10		2015012483	2015	3	12	10	18	-20.57
5		2013012108	2015	9	19	3	43	-10.59
11		2015011262	2016	6	11	3	43	-11.33
14		2014011067	2015	11	18	21	9	-14.32
9		2015010104	2015	4	29	12	14	-19.87
3		2012012754	2015	12	15	13	38	-17.92
12		2015012758	2016	11	9	20	57	-5.46
13		2015011912	2016	8	29	23	46	-21.39
11		2012011651	2016	6	11	20	18	224.63
1		2014010605	2015	6	1	17	8	-10.20
6		2015010146	2016	11	9	13	43	-17.81
9		2013010318	2015	4	3	2	2	-8.78
9		2013012868	2015	2	24	15	14	-4.93
10		2013013397	2015	3	9	17	37	-7.59
14		2012010826	2016	11	12	6	33	-8.43
12		2014012797	2015	1	19	21	41	-15.27
9		2013013325	2015	2	17	21	14	-3.02
8		2013012215	2015	1	16	22	21	-20.78
14		2015013501	2015	7	1	10	47	291.26
8		2014012292	2015	6	12	19	32	-15.70
5		2015011580	2016	7	18	22	3	-17.31
5		2014011482	2015	12	19	8	57	-20.74
10		2015012520	2016	5	29	1	11	-12.11
3		2013012658	2016	3	12	21	7	-10.47
4		2015011714	2016	6	24	4	11	-3.79
4		2015011971	2015	5	23	20	55	-9.29
5		2015010164	2016	8	17	3	4	-9.77
1		2015013142	2016	8	12	23	57	-21.76
8		2013011840	2016	9	23	10	29	395.83
5		2015010269	2016	6	7	6	53	-10.00
12		2012013375	2015	3	16	7	17	-17.95
1		2013013641	2015	7	31	9	21	-11.30
7		2013010249	2016	7	6	6	51	-16.29
12		2015012377	2015	5	27	16	9	-4.13
12		2012011062	2015	12	31	13	14	-6.73
14		2014013749	2016	10	29	9	21	150.21
6		2015011376	2015	7	18	20	37	-22.85
7		2015010974	2016	1	24	3	43	43.46
12		2013010596	2016	12	7	9	25	-8.86
1		2014010984	2015	10	24	14	34	-15.30
6		2012013292	2016	2	1	4	50	-7.26
1		2012012323	2016	3	12	13	2	-12.90
14		2013010357	2015	1	7	17	8	107.28
3		2014011114	2016	1	13	7	43	-4.95
4		2012012210	2015	3	16	12	32	-10.97
10		2014011479	2015	5	13	19	32	-22.55
14		2014011092	2016	11	22	9	41	-5.55
8		2012012916	2016	10	9	20	33	-5.82
6		2014010990	2015	4	5	17	53	-8.49
4		2014011118	2016	7	25	17	44	46.11
3		2012010738	2016	7	14	14	15	-6.63
13		2013010894	2016	7	2	5	35	-6.15
9		2013013373	2015	1	19	2	23	-12.59
9		2014010096	2016	3	13	22	16	-15.64
12		2012013148	2015	1	9	8	7	-11.70
12		2012013178	2015	6	30	17	34	-10.14
14		2013011181	2015	11	24	6	28	-18.88
3		2012013355	2016	8	22	5	28	-11.25
10		2015010683	2016	11	9	11	6	-7.73
13		2013010621	2016	1	10	17	52	157.20
7		2014011725	2016	11	9	8	59	-18.11
12		2012012496	2016	6	20	16	57	-14.38
4		2012011030	2015	5	3	8	1	-13.58
13		2015010553	2015	12	20	5	9	343.59
10		2014011371	2015	9	21	7	42	-18.62
4		2013012260	2016	4	8	22	31	-11.00
14		2015012976	2015	12	6	7	40	-16.49
4		2013011064	2016	3	4	6	53	-10.37
1		2013011472	2015	4	7	11	57	-14.84
3		2014013159	2016	4	24	0	10	-9.09
13		2015012108	2016	2	5	1	16	286.46
1		2012012181	2015	8	9	22	3	-18.62
2		2013010771	2015	2	13	21	5	185.84
1		2013012166	2016	10	27	16	29	-11.91
6		2014010837	2015	8	18	12	55	-5.43
11		2012010737	2015	12	22	4	10	-20.89
12		2012012865	2016	6	12	7	13	-6.67
2		2012011378	2015	3	14	19	40	-9.49
12		2014011414	2015	9	25	14	10	-15.14
7		2015011376	2015	9	16	11	38	199.44
12		2014012295	2016	4	24	5	57	-22.42
2		2015012213	2015	1	26	16	46	-13.22
12		2014010857	2015	5	25	21	58	370.05
8		2015013788	2015	1	21	20	18	-15.31
9		2014012784	2015	2	19	10	24	269.31
4		2014010183	2016	1	9	0	18	-15.05
6		2014011534	2016	7	21	14	22	-12.69
3		2014013169	2015	2	21	10	11	-10.74
11		2012011550	2016	9	2	6	21	-22.85
12		2015013607	2016	4	27	7	32	-13.09
9		2015013251	2015	6	4	22	12	-5.48
5		2013011594	2016	9	30	6	16	-19.74
9		2015011727	2015	6	14	6	48	-21.86
13		2014010148	2015	10	31	4	58	-21.06
14		2015010786	2015	2	21	6	13	-22.75
8		2013010147	2016	11	18	20	16	208.56
9		2012013297	2015	1	15	5	10	-14.97
8		2015012287	2016	10	29	4	21	-9.40
5		2012011022	2016	5	23	10	42	-10.11
12		2013012151	2016	5	2	21	32	201.11
10		2015010918	2016	10	23	10	13	-20.31
8		2012010271	2015	2	3	13	48	-16.11
1		2015011034	2015	5	31	20	56	-5.58
8		2012011521	2015	6	17	13	59	-22.92
6		2013013840	2015	11	5	10	49	-16.39
14		2012013642	2015	10	30	9	3	-14.47
13		2015013507	2016	6	4	20	51	-22.37
5		2012012654	2015	11	30	8	57	-4.44
14		2014012652	2015	1	6	16	0	-13.01
9		2012013833	2016	11	25	0	4	-11.17
1		2013010929	2015	3	26	3	27	-17.39
14		2015010793	2016	7	18	8	51	-10.26
11		2015012368	2015	3	17	18	11	-14.17
11		2012013030	2015	6	14	11	29	-15.14
13		2015010828	2015	5	1	9	39	-15.05
11		2013012106	2015	4	30	0	47	-9.57
6		2015011531	2015	3	28	22	50	-5.68
3		2012010213	2015	9	7	13	39	409.94
6		2012013346	2015	5	27	20	54	-12.16
4		2015013652	2016	5	3	15	15	-16.35
10		2014011668	2016	7	22	21	37	-17.87
10		2012012457	2016	2	7	4	9	-7.12
14		2015012628	2015	5	15	2	47	-6.71
7		2015011673	2015	5	23	23	25	-18.43
4		2014010070	2016	3	2	23	43	-19.28
9		2013013864	2015	10	17	0	9	-8.20
3		2012011985	2015	2	18	1	40	-3.90
2		2013013022	2015	12	20	13	57	-4.65
9		2014011971	2015	12	19	16	52	-20.02
1		2014010892	2016	8	18	2	22	-21.61
13		2014011392	2015	1	10	13	14	-8.78
6		2012012771	2015	4	19	13	30	-16.60
1		2012011855	2015	9	8	17	54	-6.23
2		2013010656	2016	6	17	0	37	-17.05
6		2014010135	2015	8	7	10	31	-15.46
8		2015013456	2016	9	4	6	16	-7.75
10		2014013578	2015	12	20	18	59	270.21
13		2014012699	2015	12	2	16	18	-14.26
4		2015012962	2016	7	25	19	28	-20.94
2		2014010814	2015	5	20	3	14	-15.23
7		2012010201	2016	3	17	15	54	-8.73
2		2013012848	2015	7	23	2	42	-12.19
5		2015011519	2016	7	27	2	40	-20.02
11		2012010516	2016	6	29	3	0	-20.04
4		2012010301	2016	3	21	0	35	-12.42
2		2014013674	2016	11	18	10	3	-15.70
14		2012011190	2016	10	16	9	20	-22.18
3		2015010902	2016	9	25	19	28	-9.86
10		2014012176	2015	6	9	14	0	-19.37
5		2014012812	2016	8	13	13	23	-19.11
5		2015012969	2016	12	12	17	21	-7.44
11		2015012378	2015	8	6	9	37	-18.02
6		2014012017	2015	1	22	3	36	-5.36
1		2012013008	2016	6	12	11	20	-10.01
8		2014012575	2016	4	30	9	31	-20.41
7		2015011747	2016	3	28	11	36	-4.18
4		2014012058	2016	8	23	18	17	-15.69
9		2014012671	2015	11	21	21	16	-10.24
12		2012013625	2015	9	19	1	8	-21.03
7		2013011043	2016	11	6	9	17	-7.62
1		2012011964	2016	5	23	15	3	9.08
11		2012011417	2016	2	24	16	59	-15.64
14		2013012873	2015	2	28	17	5	-17.07
5		2015010864	2015	7	10	15	40	-19.83
3		2012012566	2015	9	6	16	55	-18.96
7		2014011988	2015	9	6	19	9	-20.72
6		2014013389	2016	9	27	19	36	-12.83
3		2014010607	2016	3	31	23	29	-20.00
8		2014010458	2016	9	23	20	26	-5.86
5		2013010994	2016	3	4	4	39	-17.37
5		2014012798	2015	5	3	8	17	-12.66
14		2013013084	2015	10	14	6	25	-11.42
13		2012012786	2016	1	14	11	42	-5.08
5		2015012778	2016	3	5	17	44	-8.15
10		2015011626	2016	7	11	10	17	-11.60
8		2014012857	2015	11	19	13	6	-10.85
10		2013010677	2016	7	21	7	24	-4.76
12		2012010589	2015	12	25	5	5	-9.44
14		2012012919	2015	9	20	22	52	-11.68
12		2013010369	2016	10	11	2	9	-11.53
3		2013010292	2016	2	27	2	42	-14.52
11		2012012266	2016	5	21	16	41	-15.33
13		2015012278	2015	11	26	13	6	-16.03
7		2014010064	2015	4	13	23	6	-17.47
5		2015013863	2016	11	25	0	19	-4.04
4		2014011568	2016	3	20	12	45	-12.58
7		2012011055	2016	6	28	3	21	-7.62
5		2012011788	2015	12	8	19	12	-22.68
11		2015012103	2016	12	30	14	22	-11.52
4		2015011459	2015	9	23	20	23	-15.18
13		2015012022	2015	11	16	15	40	-16.99
7		2014012306	2016	4	2	7	54	-21.21
11		2014013210	2015	8	3	19	32	-11.41
5		2012012777	2016	11	28	23	16	-20.91
3		2015011593	2016	2	28	12	28	-13.24
7		2014012017	2015	4	5	11	45	299.25
1		2015012949	2015	7	3	14	57	-18.70
7		2014012197	2015	7	29	4	8	-3.10
5		2015010398	2016	2	1	8	14	-15.64
10		2015012590	2016	2	16	1	3	-6.55
14		2012013621	2015	6	12	17	12	-18.56
11		2015010421	2016	8	22	7	18	-6.58
8		2014011580	2016	6	28	12	16	250.78
6		2015013109	2015	10	17	1	16	-22.63
14		2012010560	2015	1	28	21	29	-22.02
7		2014012773	2015	8	24	13	36	-20.13
1		2014013242	2015	9	27	20	42	-11.60
10		2012011431	2016	2	18	5	4	-22.14
12		2014011913	2015	12	2	15	6	-7.09
10		2014012963	2016	8	13	20	7	-10.67
11		2013011196	2015	6	8	23	23	-21.15
1		2015011358	2015	1	13	0	52	-15.83
3		2014010099	2015	3	28	9	14	-10.31
13		2012013249	2015	9	5	22	22	-12.54
4		2015011233	2016	12	12	9	20	-20.32
1		2015012761	2016	12	16	18	5	-16.74
3		2015013111	2015	6	4	19	10	-12.61
6		2014011720	2015	10	1	15	8	-12.98
11		2014013504	2016	4	13	14	47	-16.10
1		2012012419	2015	5	6	14	17	-4.52
4		2013011696	2015	8	6	20	25	284.67
3		2015010671	2015	7	31	4	48	-19.95
6		2012010942	2015	11	4	10	0	-19.49
5		2012013074	2015	8	31	16	43	-13.17
10		2012011803	2015	6	5	4	46	-3.19
14		2015010228	2015	4	29	21	13	-7.23
8		2013011152	2015	3	21	16	9	-17.91
9		2012010771	2016	6	13	8	1	-12.49
10		2013010610	2015	2	23	13	0	141.73
8		2013011769	2016	7	21	21	26	-20.16
13		2013013050	2016	8	14	17	27	-9.69
5		2014013288	2015	8	25	11	4	-17.59
9		2012011924	2015	8	21	1	9	-6.46
4		2012012353	2016	2	15	0	58	-6.46
13		2013010679	2016	11	6	6	4	-16.21
12		2014012221	2016	9	17	11	53	-5.31
6		2014010123	2016	2	13	21	14	-21.66
14		2015012240	2016	2	25	6	56	-7.86
7		2015011014	2016	10	20	22	23	-15.98
11		2015012147	2016	12	1	13	42	-5.94
1		2015012449	2016	12	22	15	2	-15.59
9		2013011489	2015	3	27	7	53	-13.39
7		2015013336	2016	5	28	20	53	-22.92
12		2012010663	2015	4	19	19	59	-5.44
6		2015010393	2015	2	5	12	34	-15.79
12		2012012095	2015	4	17	8	14	292.64
11		2015013347	2015	5	26	3	53	-10.52
7		2015013886	2015	11	19	2	18	-13.81
3		2013010353	2015	1	10	6	28	17.33
10		2012011058	2016	10	13	12	36	-15.13
2		2012012527	2015	2	20	4	55	-11.62
3		2013012545	2015	5	16	21	55	-14.04
4		2012011610	2016	6	14	12	31	-9.44
7		2015010207	2015	2	13	12	17	-3.01
1		2015010711	2016	3	27	3	28	-11.46
3		2014011007	2016	9	19	3	44	-5.56
13		2015011664	2016	1	18	10	46	-10.91
5		2015012534	2016	8	1	19	46	-20.85
11		2014012451	2015	9	27	5	30	-5.08
14		2015010077	2015	1	17	15	9	-12.32
1		2014011002	2016	6	19	3	3	-14.76
5		2012012251	2016	2	25	13	38	-7.39
13		2015011816	2016	2	22	20	18	-18.31
9		2013011882	2015	3	20	6	39	-17.96
4		2014012266	2016	3	14	20	42	-7.63
14		2015012935	2015	6	10	15	45	-3.30
6		2015011099	2015	8	3	6	45	-20.24
3		2015010795	2015	7	17	5	43	-16.77
7		2012013414	2015	1	13	11	6	-8.90
9		2013010807	2016	4	6	5	0	-22.92
10		2015010138	2015	5	25	19	8	-4.27
6		2015011453	2016	7	5	18	53	-15.66
13		2013010789	2016	2	2	0	44	-22.03
4		2012010365	2015	10	3	7	15	-11.04
1		2015011491	2016	2	6	13	22	-22.30
12		2014012728	2016	5	22	11	13	-8.55
4		2014011582	2015	6	19	19	10	-13.08
7		2015011627	2015	1	31	20	49	-15.73
9		2013013219	2015	7	16	6	12	-7.77
10		2014012151	2015	11	27	6	25	-18.75
8		2013010144	2016	8	4	23	34	-19.78
5		2013012077	2015	4	29	3	31	200.71
3		2013011294	2015	8	12	5	23	-3.29
3		2012013250	2015	3	13	8	51	265.09
13		2012013425	2016	4	27	6	27	-6.96
3		2013010991	2016	10	16	14	44	-10.09
5		2013012068	2016	5	4	17	56	-7.64
12		2014013766	2016	8	6	1	42	-3.43
4		2013013681	2015	8	24	13	4	-22.33
9		2015013099	2015	4	17	9	22	-16.07
9		2015012924	2015	10	7	1	33	-4.09
12		2013013540	2016	6	20	7	48	-9.37
6		2014013389	2016	12	19	17	18	-22.33
6		2014013842	2016	11	8	20	13	-6.18
10		2013010088	2015	10	15	11	55	-21.05
13		2014011319	2015	2	10	17	33	-14.52
6		2014010630	2015	5	12	18	39	-12.12
12		2012012449	2015	12	5	20	57	-4.44
9		2013011948	2016	9	4	12	7	-14.86
9		2014012996	2015	8	27	22	15	-14.07
7		2012013091	2015	8	18	15	17	-14.72
4		2013012262	2015	7	1	0	58	-19.48
14		2013010034	2015	12	6	16	17	131.18
13		2012010288	2016	8	25	6	31	-4.01
4		2014010165	2016	2	7	18	59	-14.17
3		2015011701	2016	5	24	18	32	-7.14
12		2013013850	2016	1	22	11	14	-18.01
1		2015011714	2016	11	25	17	43	-17.53
1		2013010217	2016	11	28	6	15	-16.06
